StudentID,InMotif_1,InMotif_2,InMotif_3,SelfEff_1,SelfEff_2,SelfEff_3,Teacher_1,Teacher_2,Teacher_3,ExMotif_1,ExMotif_2,ExMotif_3,Gender,NumBook,NumDevice,EdMother,EdFather,Region
6438,-2.5886,1.1251,0.33,-0.7636,0.2454,0.5743,0.2701,-0.4622,0.2475,-1.7028,2.0517,0.0407,2,1,4,3,8,HKG
6439,0.0062,0.4871,-0.0683,-0.3745,-0.228,0.2988,0.2788,1.9774,1.2524,0.3147,-0.0257,-0.0946,1,1,4,2,3,HKG
6440,4.1116,-1.0933,0.1703,5.8814,0.0098,0.1782,-3.6255,1.3985,0.5914,3.6859,1.0142,2.0279,2,2,4,4,4,HKG
6441,-0.8521,-0.6124,0.0435,-1.665,0.1664,0.3719,2.093,-0.073,-0.2868,0.2868,-0.0136,0.6657,1,3,3,2,3,HKG
6442,-4.3683,0.5507,-0.1246,-0.4314,0.042,0.2896,3.4727,0.2168,0.161,-3.0207,0.8877,-0.0923,2,5,5,2,8,HKG
6443,-0.2927,-0.9893,0.5432,-0.0625,-0.702,-0.2179,0.9055,1.0235,0.0787,-1.3695,1.7011,-0.3476,1,1,4,2,2,HKG
6444,-2.6597,1.1278,-0.0789,-0.3769,0.2317,-0.2235,3.1374,-0.0824,-0.6012,-1.3626,0.6431,-0.19,2,3,4,3,4,HKG
6445,0.6377,0.7989,0.5197,3.1224,-3.8042,-1.1746,0.5222,0.7812,-0.1629,3.1614,3.5418,1.0333,2,2,4,8,8,HKG
6446,-2.8889,-0.4581,-0.188,-3.2755,0.4325,0.2749,1.4488,-0.9075,0.8794,0.5979,-0.0626,-0.3286,1,3,5,3,2,HKG
6447,-3.0804,0.1552,0.366,-1.0841,-0.1994,0.5397,3.9572,-0.6492,0.252,-0.6812,1.4898,-1.2697,2,2,2,2,4,HKG
6448,0.6336,-0.1219,0.1062,-1.3987,-0.777,0.1077,-0.5414,-0.3513,0.2829,0.9238,0.7986,0.3277,1,3,3,1,3,HKG
6449,3.4445,-1.3554,-0.3721,-0.7582,-0.0011,0.0198,-4.5835,0.632,-0.5587,1.5443,-0.7696,-0.5499,1,1,3,1,1,HKG
6450,-0.8948,-0.5048,1.0822,0.8528,-0.762,0.5362,-1.0528,-0.1727,-0.5119,1.352,1.4655,0.4768,2,2,3,2,3,HKG
6451,3.0157,-1.4826,0.122,-0.049,-0.1065,0.6229,-3.7634,0.0644,0.321,-2.0317,-0.0785,0.1143,2,2,5,3,2,HKG
6452,1.827,-1.2932,-0.0519,0.1966,-0.8255,-0.2927,-3.4293,0.2698,0.5759,1.2188,0.3685,0.9747,1,2,3,2,2,HKG
6453,-1.09,-2.0742,-1.1025,-0.3796,0.6184,0.3482,-1.6447,-0.599,-1.0039,2.8349,0.8943,0.1259,1,3,4,3,3,HKG
6454,-2.316,-1.1702,1.4117,-3.2755,0.4325,0.2749,0.3712,-0.534,0.0586,0.7013,1.0918,1.3847,2,3,2,3,1,HKG
6455,-2.8317,-0.4989,-0.2032,-0.1191,0.4163,0.2191,0.3601,-1.6706,0.2376,-0.0274,0.8408,-0.1742,2,3,3,8,8,HKG
6456,3.366,0.059,-0.3881,-0.1165,-1.4816,-0.779,-3.8985,1.1568,0.4196,1.9962,-0.7303,0.2949,1,2,3,3,3,HKG
6457,0.7168,0.7197,-0.0347,-3.2755,0.4325,0.2749,-1.4137,0.5193,2.2541,1.2225,0.8418,-0.0602,2,3,3,8,8,HKG
6458,-1.3926,0.0121,-0.0753,-0.4415,0.5449,-0.1806,-0.2651,-0.6907,0.5801,-2.7063,0.1258,0.2871,1,3,5,3,8,HKG
6459,2.487,-0.9082,-0.732,4.6404,-0.3544,-0.2692,-3.8985,1.1568,0.4196,-2.0315,0.0141,-0.3462,1,4,5,3,1,HKG
6460,0.311,-1.5717,-0.6817,0.5304,-0.6335,0.1364,-2.5357,-2.092,0.5479,0.2856,-0.5149,-0.4627,2,4,4,6,6,HKG
6461,3.7777,-1.1847,0.257,3.1542,1.3731,-0.4187,-0.2919,0.3254,-0.3685,-0.0274,0.8408,-0.1742,2,5,4,6,6,HKG
6462,3.3822,-1.3531,0.0462,1.8488,0.4202,-0.4367,-2.9028,-1.2494,-0.6815,-0.0458,-0.233,-1.4196,1,1,4,6,3,HKG
6463,0.6336,-0.1219,0.1062,0.5358,-0.88,-0.4181,0.1676,0.5798,0.1603,0.9631,0.5609,0.2398,1,2,3,4,4,HKG
6464,-1.0252,0.123,-0.1212,-0.1191,0.4163,0.2191,-0.6641,-1.6645,-0.0528,-0.0274,0.8408,-0.1742,2,1,2,3,3,HKG
6465,-1.1065,0.1747,0.0195,-2.3675,-0.4134,0.3736,-0.4055,0.4542,1.461,-0.2764,-0.4271,0.3387,2,2,2,8,8,HKG
6466,4.1441,-1.152,-0.3189,0.5373,-0.9215,0.5288,-4.309,0.2278,-0.5524,0.2436,-1.8696,-1.3768,1,5,5,8,8,HKG
6467,-1.6225,-2.0432,-0.0279,-2.0455,-0.1139,-0.3813,0.6365,-0.3064,0.29,-1.4211,1.6149,-0.9247,2,2,2,1,3,HKG
6468,-3.4583,0.0646,0.3619,-3.2755,0.4325,0.2749,-0.249,1.0719,1.4187,-0.9717,0.3336,0.2923,1,2,3,3,3,HKG
6469,0.0062,0.4871,-0.0683,0.5304,-0.6335,0.1364,0.0783,0.5866,0.3651,-0.0274,0.8408,-0.1742,2,3,3,3,3,HKG
6470,-4.3683,0.5507,-0.1246,-3.2755,0.4325,0.2749,4.1672,-1.1111,0.3367,-3.0207,0.8877,-0.0923,2,5,3,3,3,HKG
6471,4.4548,-0.9716,0.2499,0.5083,0.1019,-0.2901,-4.2289,0.8334,-0.8819,1.2382,0.0367,0.7072,2,3,4,2,8,HKG
6472,-2.1892,-0.1578,0.3653,-0.702,0.7469,-0.0515,1.5247,-0.9342,0.0445,-0.0274,0.8408,-0.1742,1,4,3,3,8,HKG
6473,-0.2471,-1.088,-0.052,1.163,-0.2882,-0.6675,0.2947,-0.5454,-0.2551,0.9102,0.3896,-0.1944,1,2,3,1,2,HKG
6474,-3.5251,0.1831,1.5261,-3.2755,0.4325,0.2749,1.221,-2.9383,-0.1191,2.2234,0.1449,-0.7319,2,3,4,8,8,HKG
6475,1.0357,-0.0421,-0.0152,1.5065,0.1355,0.5209,-3.2088,0.9065,-0.667,2.5701,0.4387,-1.4617,2,1,3,3,8,HKG
6476,-0.9598,-1.3482,-0.4994,0.4997,0.9007,-1.1364,1.2503,-0.5301,0.0382,2.6584,1.0064,0.3329,2,1,4,1,6,HKG
6477,-3.0799,1.1735,1.5553,-1.0352,0.1998,-0.4199,0.2478,1.1854,-0.1692,-2.3415,1.2985,0.4188,2,2,3,8,8,HKG
6478,-0.9924,-1.2895,-0.0101,-0.3796,0.6184,0.3482,-0.6641,-1.6645,-0.0528,-0.0274,0.8408,-0.1742,2,2,2,3,8,HKG
6479,-3.7043,0.8038,-0.0258,-2.3169,0.5442,-0.1443,3.4883,0.237,0.1223,-2.081,-0.7776,0.1328,2,3,4,6,8,HKG
6480,-4.3683,0.5507,-0.1246,-3.2755,0.4325,0.2749,2.0938,2.2896,-0.2353,-3.0207,0.8877,-0.0923,2,3,3,3,4,HKG
6481,3.507,-0.5891,0.8653,3.1222,0.2456,1.4922,-0.3786,-1.1554,-1.9633,1.9677,-1.0276,-0.455,2,2,4,8,8,HKG
6482,0.2316,-0.2017,0.2276,-0.1191,0.4163,0.2191,0.4757,0.1922,0.192,0.2849,1.293,-0.04,2,3,5,8,8,HKG
6483,-1.2708,-0.6918,0.4881,0.206,-0.0989,0.0472,1.6812,-0.3165,0.0022,-2.3961,1.7921,0.1761,2,2,3,3,3,HKG
6484,-0.7166,0.2758,0.0338,-1.9846,-0.6965,-0.0873,1.4236,0.174,0.1952,-0.7729,-0.2406,-0.4333,1,4,3,5,6,HKG
6485,-1.084,0.165,0.0797,0.5067,1.0866,0.024,-0.3213,-0.3616,-0.4301,1.5985,0.6869,-0.3056,2,5,2,3,3,HKG
6486,-0.7719,1.6981,-0.1375,-1.7332,0.2605,-0.4517,0.5475,-0.3004,0.5213,0.965,-0.7457,0.9456,2,3,3,1,3,HKG
6487,-0.5173,-0.4428,0.4868,2.9833,-0.8113,0.507,-3.5117,0.5972,-0.546,-1.7209,-1.2211,1.0681,2,4,5,3,3,HKG
6488,2.168,-0.9988,-0.7829,1.1099,-0.7861,-0.6719,-1.6666,0.0509,-0.2602,0.5979,-0.0626,-0.3286,2,1,3,8,8,HKG
6489,4.4548,-0.9716,0.2499,4.6326,0.3518,-0.237,-1.0378,2.4308,1.9872,3.6369,0.7174,0.9562,1,3,3,3,8,HKG
6490,-0.2069,1.0914,0.4553,1.4808,-0.1234,-0.2913,2.0539,-0.8704,-1.7558,1.3216,-0.5689,0.9676,1,1,2,2,8,HKG
6491,0.3888,-0.6921,-0.6066,-0.4625,0.367,-1.2911,-2.7038,0.076,-0.0586,3.0344,0.3428,-0.7234,1,4,3,1,3,HKG
6492,4.4548,-0.9716,0.2499,3.4376,-0.127,0.2391,-4.5835,0.632,-0.5587,1.2285,-1.2928,-0.7394,2,5,3,8,6,HKG
6493,4.4548,-0.9716,0.2499,2.08,0.21,0.5283,-4.5835,0.632,-0.5587,3.381,-0.0011,0.5007,1,4,2,8,8,HKG
6494,2.6315,-1.5166,0.304,-1.091,1.5947,-0.0979,-4.5835,0.632,-0.5587,-1.1176,-1.0045,0.4889,1,4,3,3,3,HKG
6495,1.9159,-0.3844,0.0037,-1.0941,1.3446,-0.0222,-2.6537,-0.8864,1.1417,0.2769,-0.9505,0.5963,2,1,4,8,8,HKG
6496,-1.4273,0.0433,0.0002,-0.1191,0.4163,0.2191,1.2503,-0.5301,0.0382,-0.0274,0.8408,-0.1742,2,1,4,8,8,HKG
6497,0.0444,0.4956,-0.3611,2.1432,-0.0247,0.5397,-0.3526,0.3731,0.4011,-2.0573,0.6608,0.2638,1,3,4,2,2,HKG
6498,-0.8091,-0.6726,0.1956,-2.6305,0.2483,-0.0196,-2.1345,-2.6043,-0.6718,-2.0374,0.7549,0.4434,1,2,4,7,5,HKG
6499,3.1501,3.0266,0.2809,6.1936,0.3841,0.1077,2.5491,-0.2289,0.7648,1.8988,0.6214,-0.773,2,2,4,2,2,HKG
6500,4.4548,-0.9716,0.2499,6.1936,0.3841,0.1077,-3.5197,1.2363,-1.5284,5.9591,0.7469,-0.3381,2,1,2,8,8,HKG
6501,-0.0048,0.4578,-0.0487,0.2146,0.6084,0.6483,-0.2763,0.3852,0.6883,-0.0274,0.8408,-0.1742,1,3,5,5,5,HKG
6502,0.6468,-0.162,0.0003,0.1999,0.4657,-0.4601,2.6036,0.3814,-4.1955,0.5993,0.5311,0.3394,1,1,4,3,4,HKG
6503,4.4548,-0.9716,0.2499,5.3502,0.9167,-0.0339,-4.5835,0.632,-0.5587,5.6517,0.9595,0.251,2,1,3,1,6,HKG
6504,-1.4404,0.0833,0.1061,1.1713,1.1537,0.2227,-0.2274,0.4227,0.6485,-1.1333,-0.8908,0.5794,2,4,3,8,8,HKG
6505,-3.6818,0.7941,0.0345,3.0372,0.4002,0.1634,2.511,0.8708,0.5991,-0.0274,0.8408,-0.1742,2,1,5,7,2,HKG
6506,0.7518,-0.6653,0.4901,1.1727,-0.4309,0.4137,-0.665,1.877,0.2291,-0.3601,0.086,0.5388,1,2,4,8,6,HKG
6507,0.6336,-0.1219,0.1062,0.8426,-0.2591,0.066,-1.3922,-0.3532,-0.254,0.3122,1.0462,0.0813,2,1,2,1,2,HKG
6508,-0.0395,0.4889,0.0267,0.8494,-0.5841,-0.5428,0.5222,0.7812,-0.1629,1.9908,0.9711,0.8446,2,5,2,8,8,HKG
6509,-1.2296,-0.6743,0.6389,0.1999,0.4657,-0.4601,2.2276,-1.1639,-0.4386,-0.0274,0.8408,-0.1742,2,1,3,3,3,HKG
6510,-2.5785,1.0762,-0.2195,-2.0569,0.6972,-0.334,2.2626,-0.4905,-0.0371,-1.0208,-0.0558,-0.3188,2,1,2,3,3,HKG
6511,1.6585,0.3938,-0.4639,-3.2755,0.4325,0.2749,-1.3376,1.0202,1.2069,0.6951,-0.1667,-0.0065,1,5,2,3,8,HKG
6512,0.8432,-0.7659,-0.2,1.1457,1.4671,-0.7777,-2.708,-1.7322,-0.5315,0.2585,-0.1755,-1.0446,1,3,3,2,2,HKG
6513,-0.1481,-0.2282,-0.5459,1.4797,0.5643,0.5759,0.8087,1.0428,0.639,2.3018,0.321,-0.5,2,2,4,8,8,HKG
6514,-1.7081,-1.4349,-1.1107,1.8259,-1.1169,0.4124,1.2742,0.5883,-0.6592,-0.345,0.0239,0.8059,2,3,3,8,4,HKG
6515,-0.1929,-0.1481,0.0791,2.3811,0.3368,-0.6654,0.5866,0.839,-0.2414,2.9659,0.7939,-0.2562,1,1,3,1,3,HKG
6516,-4.0475,0.6821,-0.1054,-0.1191,0.4163,0.2191,3.4391,0.2002,0.1355,0.2849,1.293,-0.04,2,1,3,3,3,HKG
6517,0.6249,0.0022,-0.9306,2.4051,-0.3052,0.3564,-1.6666,0.0509,-0.2602,-0.0274,0.8408,-0.1742,2,2,3,8,8,HKG
6518,1.1996,-0.6842,-0.2264,2.1493,-0.5894,1.047,-0.9459,0.5927,0.0747,0.5993,0.5311,0.3394,2,3,2,3,3,HKG
6519,0.2849,-2.4541,-0.5561,-1.3391,0.4598,1.3455,-3.791,-0.6216,-0.436,-1.7701,-1.6105,0.4569,1,2,2,8,8,HKG
6520,2.8171,-0.7464,-0.5466,-0.0552,0.0838,0.4374,-2.4409,-0.4671,-1.0338,-0.248,-0.1727,1.5885,1,4,3,7,7,HKG
6521,1.065,-1.4943,0.3132,-3.2755,0.4325,0.2749,-3.3065,-1.4876,-0.345,0.1686,-1.6123,-1.3779,2,3,3,2,1,HKG
6522,-4.3683,0.5507,-0.1246,-2.9565,0.4818,-0.4043,-0.123,-1.4505,-0.019,-1.3118,2.0286,-0.001,2,1,4,3,3,HKG
6523,-2.803,0.4418,-0.5761,-2.3169,0.5442,-0.1443,4.1672,-1.1111,0.3367,-2.3425,0.1556,0.1876,2,5,5,8,7,HKG
6524,0.812,-0.6951,-0.3419,1.1782,-0.6405,0.8602,-3.4312,0.3889,0.9272,3.2782,1.2461,-0.122,2,1,4,8,3,HKG
6525,0.1203,-0.9771,-0.0979,-0.1104,-0.0081,0.7436,-0.5936,0.0429,-1.1052,1.3182,0.0515,0.0544,1,1,3,3,6,HKG
6526,-3.7368,0.8625,0.4634,-2.9565,0.4818,-0.4043,3.698,-0.2241,0.1805,5.0298,1.2425,1.3185,2,4,4,3,3,HKG
6527,-1.692,4.7466,-3.1017,-0.093,-1.7634,0.8538,0.0448,-0.0213,0.2281,1.639,0.6406,1.3646,2,5,5,7,6,HKG
6528,-1.1166,0.2236,0.569,-1.0737,-0.1606,0.0124,0.0783,0.5866,0.3651,-2.6962,1.1552,-0.104,1,2,3,3,4,HKG
6529,4.4548,-0.9716,0.2499,-0.1191,0.4163,0.2191,-4.5835,0.632,-0.5587,4.6704,-0.6304,-0.8503,1,4,5,5,8,HKG
6530,1.1705,-0.5859,0.0455,-1.7349,-0.0681,-0.4303,-3.7754,-0.6014,-0.4747,-2.081,-0.7776,0.1328,1,3,2,1,1,HKG
6531,-1.9144,1.3293,-0.1207,0.2411,-0.9346,1.7789,-1.3238,1.3538,-0.6375,-0.7851,-0.0559,-0.2875,1,4,2,8,8,HKG
6532,4.4548,-0.9716,0.2499,3.6837,-0.8997,0.1564,0.2546,3.1875,-2.4956,4.7223,1.455,1.9076,1,3,3,3,3,HKG
6533,-1.2019,-0.5825,-0.6591,-3.2755,0.4325,0.2749,-1.9373,0.5209,-0.6709,0.0038,-1.2243,1.6456,2,5,4,7,3,HKG
6534,1.2816,-2.059,-0.4277,-0.7025,-1.4011,-0.974,-1.4404,0.6739,-1.1632,1.3122,-1.3401,0.3714,1,5,5,8,8,HKG
6535,0.2176,1.1614,0.3942,-0.7506,-0.0443,-0.0323,-2.0155,1.4805,-1.2873,2.3201,1.3947,0.7453,1,3,4,2,1,HKG
6536,-0.9763,0.9007,0.6226,-1.9873,-0.8368,-0.1045,1.342,0.2144,0.6902,-3.0207,0.8877,-0.0923,1,5,4,7,6,HKG
6537,3.1501,3.0266,0.2809,6.1936,0.3841,0.1077,1.1597,4.0352,-0.2856,5.9591,0.7469,-0.3381,1,1,5,8,8,HKG
6538,3.1501,3.0266,0.2809,6.1936,0.3841,0.1077,1.1597,4.0352,-0.2856,5.9591,0.7469,-0.3381,2,2,5,8,8,HKG
6539,1.2712,-0.6562,-0.4785,2.725,0.0259,0.2339,-0.8003,0.0731,0.2379,0.9054,-0.2752,-0.9176,1,2,4,3,3,HKG
6540,-1.8725,-0.9472,-0.029,-3.2755,0.4325,0.2749,-0.7497,-0.536,0.0592,-1.0299,1.3979,-0.9029,1,2,4,3,3,HKG
6541,2.7548,-0.7441,-0.1283,0.5312,-0.3569,0.0215,-0.0842,2.0361,-0.7813,3.3318,-0.3905,-0.1105,1,4,3,8,3,HKG
6542,0.9813,0.0838,-0.957,-3.2755,0.4325,0.2749,-1.6666,0.0509,-0.2602,0.2343,-0.5085,-1.5004,1,4,3,3,7,HKG
6543,-0.9281,-0.3985,-0.4286,-3.2755,0.4325,0.2749,-2.5943,-0.2761,1.3637,-3.0207,0.8877,-0.0923,1,4,5,6,4,HKG
6544,1.5589,-0.6205,0.9006,3.7511,1.7331,0.3617,-1.6562,0.835,0.9133,0.2494,-0.7962,0.9355,2,5,5,1,1,HKG
6545,-0.9763,0.9007,0.6226,-0.4321,0.1398,0.0827,-0.837,1.2391,0.3101,-1.0073,0.3532,0.2033,2,4,4,1,4,HKG
6546,-0.8838,-0.4755,1.0626,-2.6899,-0.2848,-0.0261,0.863,0.3158,-0.5865,2.3339,0.7389,0.3446,2,2,4,2,3,HKG
6547,-0.625,-1.1786,-0.0561,0.2032,0.2878,0.6189,-1.133,-0.7783,-0.1825,1.2806,1.3777,-0.7404,2,1,4,1,2,HKG
6548,-3.6577,0.7833,-0.091,-2.6899,-0.2848,-0.0261,2.9657,-0.721,-0.4936,-2.0052,1.4826,0.6583,2,3,3,2,2,HKG
6549,0.6542,-1.45,-0.6022,1.2022,-1.2825,1.8821,-1.5783,-0.327,0.5111,-0.6518,-0.1968,1.2655,1,2,3,1,3,HKG
6550,0.3945,-0.8251,-0.0134,2.8016,0.242,1.871,-0.7968,0.1792,0.9026,2.3374,0.8099,0.3999,1,4,4,4,8,HKG
6551,-0.6578,0.2339,-0.1671,1.1664,-0.4662,0.4115,-2.9266,2.8222,-0.7686,-3.0207,0.8877,-0.0923,2,4,3,5,8,HKG
6552,0.4118,0.6065,-0.407,-2.0532,-0.445,-0.0074,0.0786,0.5859,0.3916,2.3475,1.1479,0.8667,1,2,3,3,3,HKG
6553,-3.0636,-3.4475,-0.1556,-3.2755,0.4325,0.2749,-1.576,-4.5143,0.0636,-3.0207,0.8877,-0.0923,2,5,5,6,6,HKG
6554,-0.174,-0.3211,0.5663,-0.4262,-0.8044,0.2402,5.719,18.2844,-0.8676,-2.0031,0.2685,0.9036,2,2,3,8,3,HKG
6555,1.7269,-1.0685,-0.3985,2.0776,-0.462,-0.0706,-0.1068,0.9839,0.1541,3.6299,0.7582,-0.8232,2,1,3,8,8,HKG
6556,-4.0251,0.6724,-0.0451,0.5801,0.0424,-0.9382,3.6983,-0.2249,0.207,-2.0304,0.5153,0.7823,2,5,5,4,4,HKG
6557,3.8335,-1.3324,-0.8877,1.1121,-2.3238,-1.059,-4.309,0.2278,-0.5524,0.9774,-0.838,0.3392,1,4,4,4,6,HKG
6558,0.1626,-0.0478,0.0228,0.5196,0.197,-0.0775,0.9914,-0.1057,-0.0067,1.6578,0.2569,0.31,1,2,3,8,8,HKG
6559,0.3197,-1.6958,0.355,0.5196,0.197,-0.0775,-0.629,-0.9911,0.3487,0.287,0.0789,0.2052,2,1,5,8,8,HKG
6560,4.4548,-0.9716,0.2499,2.3944,-0.9534,0.0707,-3.6784,1.4797,1.6513,-1.0139,-0.6051,0.6497,1,1,3,1,3,HKG
6561,4.4548,-0.9716,0.2499,-1.0665,-2.919,-0.1024,0.6142,2.5807,0.8271,2.7237,-0.3817,0.328,2,1,4,8,8,HKG
6562,3.8156,0.8414,1.8206,0.1612,-3.5067,0.9678,-4.2289,0.8334,-0.8819,5.9591,0.7469,-0.3381,1,1,2,1,1,HKG
6563,-4.0119,0.6324,-0.151,-2.9565,0.4818,-0.4043,2.0526,-0.0286,-0.1218,-0.0274,0.8408,-0.1742,2,4,3,3,6,HKG
6564,-0.0263,0.5457,0.4209,-1.3987,-0.777,0.1077,-1.3649,0.3335,0.4765,-0.0375,-0.1886,0.2169,2,4,3,3,3,HKG
6565,4.4548,-0.9716,0.2499,3.6658,0.6838,-0.6034,-3.2847,0.9331,0.1679,-0.4517,-1.8003,-0.5653,2,3,3,8,8,HKG
6566,0.2179,-0.1924,0.9944,1.1586,-0.4598,-0.5376,0.507,0.7603,-0.0977,1.6342,0.2857,0.0117,1,2,3,3,3,HKG
6567,1.3183,-1.1969,-0.5034,3.9916,-1.4295,1.9269,1.1033,0.6354,0.0406,-0.0274,0.8408,-0.1742,2,3,4,3,4,HKG
6568,-0.034,-1.6923,-0.5755,2.204,0.4299,0.492,-2.8529,-2.3948,-0.15,-0.4198,-0.1348,-0.4666,1,3,4,6,6,HKG
6569,-1.6404,0.6476,0.5238,-2.3006,-0.4958,0.5162,3.6491,-0.2617,0.2202,-1.7264,0.6133,-0.0904,2,5,3,6,6,HKG
6570,-3.0504,1.1059,0.6225,-2.3124,-0.3215,0.0675,1.9842,0.0323,0.9768,-1.682,1.1563,-0.0212,2,4,4,3,4,HKG
6571,2.0326,-1.7903,-0.2731,-1.3873,-0.4564,0.1371,-0.0171,-0.0399,0.7598,-0.0274,0.8408,-0.1742,2,3,3,6,6,HKG
6572,-0.5364,1.084,-0.6008,-1.0973,0.0534,0.1452,0.8995,-0.6261,1.0526,-0.0226,1.5055,0.549,2,2,3,3,3,HKG
6573,-4.0576,0.7311,0.4441,-3.2755,0.4325,0.2749,3.5263,-0.8628,0.288,-3.0207,0.8877,-0.0923,2,5,3,7,7,HKG
6574,3.1501,3.0266,0.2809,6.1936,0.3841,0.1077,1.1597,4.0352,-0.2856,5.9591,0.7469,-0.3381,1,1,5,1,1,HKG
6575,-0.3958,0.4073,0.0531,-0.107,-0.4926,0.3788,0.1676,0.5798,0.1603,-0.35,1.1154,0.1477,2,2,4,3,4,HKG
6576,-1.8196,0.7513,1.1283,-1.6427,-1.4752,0.5385,2.9952,0.0056,0.6635,-0.3107,0.8777,0.0597,1,5,5,4,6,HKG
6577,-3.1986,-0.5603,-0.2268,-2.3176,0.5249,0.1169,2.2706,-0.4578,0.2797,-0.0226,1.5055,0.549,2,2,5,8,8,HKG
6578,-0.682,0.2447,-0.0416,2.15,-0.6872,1.2539,0.0761,0.5467,-0.0616,1.2721,0.931,-1.2867,1,2,3,4,4,HKG
6579,4.1441,-1.152,-0.3189,0.7909,-0.8355,0.0073,-3.3065,-1.4876,-0.345,-1.7007,0.8376,0.2859,1,2,4,3,3,HKG
6580,0.3495,0.6088,0.0113,3.0372,0.4002,0.1634,0.7383,2.1923,0.6857,0.6266,0.2843,0.4607,2,1,3,2,2,HKG
6581,4.1441,-1.152,-0.3189,0.8413,0.0491,0.5834,-3.8169,1.1165,-0.0754,1.1911,-1.384,-1.3275,2,3,3,3,3,HKG
6582,0.99,-0.0403,0.0798,0.5175,0.2561,0.2379,-0.6067,0.0618,-0.6132,2.9659,0.7939,-0.2562,1,1,2,3,3,HKG
6583,-4.3683,0.5507,-0.1246,-3.2755,0.4325,0.2749,3.1034,-1.7154,1.3064,-3.0207,0.8877,-0.0923,1,3,5,3,3,HKG
6584,0.8357,-0.7555,-0.3978,-1.4105,-0.6027,-0.3411,-0.7784,-0.5768,-0.5057,1.6277,-1.3752,-0.2894,1,3,4,2,2,HKG
6585,-1.0252,0.123,-0.1212,-0.1191,0.4163,0.2191,0.3375,0.1615,0.4366,0.5993,0.5311,0.3394,1,3,4,3,8,HKG
6586,4.0985,-1.0533,0.2763,2.1991,0.0865,-0.0276,-2.1592,1.8609,-2.5475,0.0345,-1.26,0.6628,2,5,4,1,6,HKG
6587,0.8864,0.1448,-0.0494,2.3791,0.7428,-0.3549,0.2812,0.451,-1.6693,-0.0516,1.0164,0.1809,2,1,4,3,2,HKG
6588,0.0119,0.5543,0.1281,-1.0356,-0.4421,-1.5876,0.6998,0.3965,0.4036,1.0216,-0.1011,0.3449,1,4,4,4,7,HKG
6589,0.6974,-0.5393,-0.4516,5.8814,0.0098,0.1782,-1.8766,0.5128,-0.3449,0.287,0.0789,0.2052,2,3,3,8,7,HKG
6590,-3.9421,-0.658,-1.1718,-2.2943,-0.0193,0.9318,2.8849,-0.3281,-1.3511,-1.0644,2.3003,-0.0917,2,1,2,8,8,HKG
6591,-3.6227,-0.6016,0.4338,-3.2755,0.4325,0.2749,1.2503,-0.5301,0.0382,3.2253,-4.7664,1.9206,1,3,5,1,3,HKG
6592,2.6584,-1.5457,0.1185,0.592,-0.132,-0.4894,0.452,-0.2148,1.3195,3.5912,-0.1096,-0.4105,1,2,5,3,3,HKG
6593,-2.3668,0.3967,0.8432,1.8167,0.2349,-0.3609,0.7814,0.3561,-0.0914,-0.0274,0.8408,-0.1742,1,3,3,1,1,HKG
6594,-1.7836,-0.0384,0.0266,-1.7232,-0.6168,0.3403,0.5199,-0.9863,-0.2357,-1.0552,0.4306,-0.779,1,5,5,3,2,HKG
6595,-0.6331,1.0224,0.7021,0.2068,0.1828,0.6039,2.7174,0.8414,-0.7706,-0.3579,-0.8183,0.1544,2,3,3,3,4,HKG
6596,-3.9334,-0.782,-0.135,-2.626,-0.6174,0.1921,2.3027,0.4628,-1.3625,-2.7097,0.7462,-0.6261,2,2,3,6,3,HKG
6597,-0.9763,0.9007,0.6226,0.2235,-1.2543,-0.3477,-0.6806,1.8567,0.2679,-0.9903,0.3247,-0.0302,2,3,4,3,6,HKG
6598,2.1755,-1.133,-0.3755,-1.1007,0.2313,-0.9338,-2.3218,0.252,-0.0548,0.9088,-0.8955,-0.0044,1,3,4,8,8,HKG
6599,-3.1392,0.1971,0.5669,-2.2919,0.2114,1.1173,2.0149,-0.1499,-0.865,2.6127,-0.0033,0.635,1,2,4,3,8,HKG
6600,1.5225,-0.5883,1.1618,3.0372,0.4002,0.1634,-0.3656,0.392,0.8931,2.9659,0.7939,-0.2562,2,3,3,3,6,HKG
6601,-1.2055,-0.6852,0.5134,-3.2755,0.4325,0.2749,-2.0078,-1.1864,0.3816,-2.7063,0.1258,0.2871,1,2,3,3,3,HKG
6602,3.7894,1.2136,-1.2898,5.4121,0.9902,0.4949,-1.9011,0.5492,-0.4615,5.9591,0.7469,-0.3381,2,3,5,7,7,HKG
6603,-0.1393,-0.3522,0.4908,-1.7063,-0.5058,0.8163,0.0209,-1.1397,0.9255,-0.0205,0.2914,0.7943,2,2,3,8,8,HKG
6604,3.8335,-1.3324,-0.8877,-1.3341,-1.0903,0.0648,-3.3392,0.9488,0.9634,-1.7652,-0.9457,1.1802,1,5,4,7,7,HKG
6605,-1.4387,-1.1954,-0.8799,-0.3796,0.6184,0.3482,3.1374,-0.0824,-0.6012,0.2399,-2.0332,-0.9716,2,3,3,4,8,HKG
6606,3.3719,2.2982,0.7941,0.5358,-0.88,-0.4181,-0.1961,0.9907,0.3588,4.6375,0.9583,0.1683,1,5,4,4,7,HKG
6607,4.1441,-1.152,-0.3189,-0.7491,-1.8269,0.0249,-3.2951,1.7219,1.893,2.6663,-1.4571,-1.0223,2,2,4,3,6,HKG
