StudentID,InMotif_1,InMotif_2,InMotif_3,SelfEff_1,SelfEff_2,SelfEff_3,Teacher_1,Teacher_2,Teacher_3,ExMotif_1,ExMotif_2,ExMotif_3,Gender,NumBook,NumDevice,EdMother,EdFather,Region
12402,-1.1166,0.2236,0.569,2.7889,-0.3067,0.4522,0.5222,0.7812,-0.1629,0.287,0.0789,0.2052,2,2,3,3,3,SGP
12403,-0.7632,0.2964,0.099,1.368,-0.185,1.1217,1.4712,0.1453,-0.0825,-0.3208,-0.1517,0.4508,1,5,3,7,7,SGP
12404,-0.5345,-1.2606,-0.7761,-0.3796,0.6184,0.3482,0.7066,2.3986,-1.9228,-1.7137,-1.3682,0.9464,1,5,4,6,7,SGP
12405,-4.1465,-0.1777,0.3886,-2.3736,0.1513,-0.1337,3.4822,-1.6359,-0.6416,-2.3497,0.3026,0.3092,2,3,3,3,3,SGP
12406,1.7269,-1.0685,-0.3985,0.8503,-0.3024,0.0139,0.6311,1.4276,0.0725,-0.0274,0.8408,-0.1742,2,3,2,3,3,SGP
12407,-0.8709,-0.4394,-0.4438,-0.1031,-1.2605,0.3836,-0.2053,-0.4512,-1.8064,-1.0243,-0.1268,-0.3742,1,4,5,8,1,SGP
12408,-0.1478,-1.582,0.0544,1.7996,0.8954,0.4534,-1.9957,-0.2062,-1.3239,-0.1131,-2.0465,-1.3989,2,4,3,1,4,SGP
12409,-3.8344,0.0778,-0.6289,-2.3026,-0.0898,0.8268,1.9461,1.132,0.8111,-1.724,0.4929,-1.7931,2,2,3,2,1,SGP
12410,-2.8652,-0.4846,1.2114,-1.9815,-0.4465,-0.163,3.3437,-0.4263,0.5303,-0.0288,0.247,-0.8422,2,2,5,8,8,SGP
12411,0.6214,-0.0375,-0.7132,0.5067,1.0866,0.024,-2.9627,0.5003,-0.1035,0.9397,-1.2701,-1.2683,2,2,5,8,8,SGP
12412,-0.5501,-0.3079,-0.4245,-1.7329,-0.4741,-0.7408,-0.3202,0.3234,0.1887,-0.7064,-0.8177,0.0606,1,3,5,8,7,SGP
12413,-2.1154,-0.1991,0.0269,-1.0649,-0.585,0.5368,-0.0613,-0.1009,0.2336,-2.4023,0.5336,-1.2151,1,2,4,8,6,SGP
12414,4.4548,-0.9716,0.2499,1.8111,-0.2223,-1.0376,-5.6335,2.9414,-0.9823,-0.0869,-0.9803,0.6959,2,1,3,2,8,SGP
12415,-0.8034,-0.6054,0.392,-2.3178,0.2625,-0.701,0.5964,-0.2628,0.4815,-1.0208,-0.0558,-0.3188,1,4,5,8,8,SGP
12416,0.0062,0.4871,-0.0683,-1.6649,-0.9653,0.2953,-3.1175,-0.2357,-0.4391,-0.0284,-1.6423,0.801,1,2,5,6,7,SGP
12417,-1.6404,0.6476,0.5238,-2.3245,0.5874,-0.0922,1.7253,0.4566,0.9318,-2.0031,0.2685,0.9036,1,4,4,6,8,SGP
12418,3.6929,-1.1727,0.615,0.8558,-0.5119,0.4605,-3.5008,-0.4779,-0.6807,-0.3498,-0.6408,0.0827,1,4,5,8,4,SGP
12419,1.0401,0.0419,-1.1579,-1.3894,-0.0504,0.4476,-2.8431,-0.6398,-0.4328,-1.7173,-0.8403,0.4937,1,3,5,3,3,SGP
12420,-0.9175,0.8588,0.4216,-0.131,0.5907,-0.2296,1.1206,-0.1748,-0.7794,-1.7483,-0.0228,-0.5802,1,4,4,6,7,SGP
12421,-4.0576,0.7311,0.4441,-3.2755,0.4325,0.2749,1.5585,-1.6298,-0.3335,-2.7097,0.7462,-0.6261,1,2,3,3,3,SGP
12422,0.1955,-0.1827,0.9342,0.5049,0.0543,-1.1858,0.657,-0.3104,-0.2881,1.0144,0.0459,0.4666,1,4,4,3,3,SGP
12423,-2.2718,0.3358,-0.0643,-1.7337,0.8504,0.6224,0.0047,-0.9131,-1.7217,0.2136,1.2053,-1.2572,2,5,5,6,8,SGP
12424,-0.5501,-0.3079,-0.4245,2.1554,-0.9337,0.6994,0.9486,-0.8127,-0.6984,-2.0627,0.739,-0.9596,1,3,3,3,2,SGP
12425,-2.6564,-0.8808,-1.4916,-2.3178,0.2625,-0.701,0.0334,-0.8723,-1.1568,-2.0374,0.7549,0.4434,2,4,2,8,8,SGP
12426,-2.8387,0.4265,1.6852,-0.6985,-0.8693,-0.4929,3.525,-0.929,0.0501,-1.6679,-0.0487,0.0147,1,3,4,4,6,SGP
12427,-3.3348,0.9423,0.342,-2.9565,0.4818,-0.4043,-1.1664,-0.0439,1.3176,-2.3989,-0.0867,-0.302,2,3,4,6,6,SGP
12428,-3.416,0.9939,0.4827,-0.4519,0.8804,0.0249,1.7836,-1.3586,0.0894,-0.3533,-0.0205,-0.8305,1,3,3,3,1,SGP
12429,4.1441,-1.152,-0.3189,2.725,0.0259,0.2339,-3.462,0.3477,1.0311,2.2584,-1.119,-1.2711,1,5,3,8,8,SGP
12430,2.3778,0.4054,0.1063,0.1858,0.0049,-0.5066,5.719,18.2844,-0.8676,20.9255,0.5124,-0.7477,2,1,3,2,3,SGP
12431,-4.3683,0.5507,-0.1246,-1.7437,0.3563,-0.9547,3.6063,-0.9686,-0.4715,-1.6921,0.1269,0.3698,2,2,5,6,4,SGP
12432,-3.8257,-0.0463,0.4078,-1.0819,0.4357,0.1375,3.4391,0.2002,0.1355,-2.7097,0.7462,-0.6261,1,2,4,8,8,SGP
12433,-3.2607,-0.653,1.0006,-1.0742,0.1996,0.6233,2.4524,-0.6072,-1.5795,-0.3519,0.5733,-0.1626,1,4,3,8,8,SGP
12434,-0.1038,-0.402,0.4452,-1.1529,0.0152,-0.3815,2.1541,-1.0981,0.8496,-1.357,-0.8815,0.3388,1,4,5,6,8,SGP
12435,-1.4273,0.0433,0.0002,-0.3796,0.6184,0.3482,-0.3478,-0.3625,-0.5683,-0.9752,0.2626,0.237,2,3,4,8,8,SGP
12436,1.9159,-0.3844,0.0037,2.4577,0.5529,0.9717,-3.3176,0.2996,0.1932,0.9433,-1.798,-0.8157,1,3,5,7,6,SGP
12437,-1.0608,0.1728,-0.0756,-2.3178,0.2625,-0.701,0.6894,-0.3876,-0.7699,-0.6437,-0.0193,1.1939,2,1,3,5,3,SGP
12438,0.0391,-0.9255,0.0428,-0.1191,0.4163,0.2191,1.5247,-0.9342,0.0445,0.287,0.0789,0.2052,1,2,4,8,8,SGP
12439,-2.1892,-0.1578,0.3653,-1.0265,1.2815,-0.1407,3.6021,1.1431,-2.1148,-0.0274,0.8408,-0.1742,1,3,2,8,1,SGP
12440,-1.9887,4.6043,-3.2465,-0.1191,0.4163,0.2191,-0.9816,0.5758,0.7181,0.5979,-0.0626,-0.3286,2,2,3,8,8,SGP
12441,-4.1465,-0.1777,0.3886,-3.015,0.2304,0.1458,2.4878,-0.904,0.2517,1.644,-0.4274,1.9171,2,3,4,4,7,SGP
12442,-2.7596,0.2866,0.3853,-1.4204,0.2798,-0.4615,2.4737,-1.5701,0.1249,1.4046,1.2345,2.0012,1,5,5,4,6,SGP
12443,-2.3869,-0.7179,-1.0736,-2.3151,0.0652,0.6391,1.963,0.2831,-1.131,-0.4367,0.5851,-1.091,1,2,4,3,4,SGP
12444,4.4548,-0.9716,0.2499,4.9811,-0.4504,0.5522,-3.3223,-1.5071,-0.3328,0.6508,0.1087,0.1056,2,1,4,2,3,SGP
12445,-3.2209,0.832,-0.2879,-2.3151,0.0652,0.6391,3.6983,-0.2249,0.207,-1.1126,-0.0031,-3.0267,2,3,2,8,8,SGP
12446,2.14,-0.9595,-0.5395,-1.6564,-0.9617,-0.3349,-1.343,-0.3164,-0.2672,-1.7241,-0.1985,-0.9353,1,5,5,6,7,SGP
12447,-2.0131,-0.8844,0.9736,-2.051,0.0957,-0.8279,0.5653,-1.0549,-0.9401,-1.7241,-0.1985,-0.9353,1,1,4,3,3,SGP
12448,-1.1065,0.1747,0.0195,-0.7579,0.6357,0.5158,-1.6177,0.0885,-0.3,-1.4097,-0.9603,-0.5559,1,3,4,6,4,SGP
12449,-2.851,0.3872,1.0754,-1.1061,0.8153,-1.7022,2.7338,0.3908,0.1653,1.3083,-0.5756,-0.6446,1,2,4,2,2,SGP
12450,-1.084,0.165,0.0797,0.5135,0.7616,-0.5848,0.0964,-0.1687,-1.0698,-2.09,0.9859,-1.081,1,3,4,4,6,SGP
12451,-1.4273,0.0433,0.0002,-3.2755,0.4325,0.2749,1.5036,0.0682,-0.5643,0.6506,0.0162,0.5661,1,4,4,3,5,SGP
12452,0.0062,0.4871,-0.0683,-0.1191,0.4163,0.2191,0.3981,0.1139,-0.3331,0.5979,-0.0626,-0.3286,2,2,4,3,1,SGP
12453,1.4325,-0.4125,0.2657,0.1999,0.4657,-0.4601,-0.305,0.3444,0.1234,-0.6894,-0.8462,-0.1729,1,4,4,3,1,SGP
12454,2.7507,-1.6649,-0.5418,1.1463,-0.3623,-0.1423,-0.7895,-0.4738,0.6271,-0.1259,-0.7563,-1.5778,2,2,4,1,4,SGP
12455,-0.174,-0.3211,0.5663,5.6726,0.7882,0.3659,0.0783,0.5866,0.3651,0.9582,-0.1038,-0.4835,2,4,4,5,5,SGP
12456,3.9474,0.2524,-1.9074,0.844,-0.3376,0.0117,-2.5414,-0.3572,0.3038,0.294,-0.1607,0.5441,1,5,5,5,6,SGP
12457,2.2258,-0.1565,-1.4276,-0.0574,-0.2139,-0.4833,-3.6642,0.5729,-1.1204,-0.5114,-1.1738,-0.4881,1,1,2,1,8,SGP
12458,0.0976,0.3864,-0.7585,-0.133,0.5554,-0.3325,-2.0343,-0.1711,-0.5406,-1.7209,-1.2211,1.0681,2,1,4,8,8,SGP
12459,-2.9348,0.9945,-0.1931,-0.1191,0.4163,0.2191,-0.6641,-1.6645,-0.0528,-3.0207,0.8877,-0.0923,2,3,4,8,8,SGP
12460,-2.2352,1.1979,-0.14,0.2053,-0.1182,0.3084,2.7541,-0.3246,-0.8428,-2.4023,0.5336,-1.2151,1,1,4,6,6,SGP
12461,-1.8812,-0.8231,-1.0658,-1.7202,0.0745,0.678,-0.0934,-0.052,0.4726,-1.7469,0.5709,0.0878,1,2,5,3,3,SGP
12462,-0.3612,0.3762,-0.0224,-1.3549,0.4686,-0.8025,-1.1929,0.9714,0.3955,-0.0474,-0.6169,0.9583,2,4,3,8,8,SGP
12463,-3.8445,0.1268,-0.0794,-1.9846,-0.6965,-0.0873,1.1165,-0.0561,0.2407,-1.0299,1.3979,-0.9029,2,4,4,8,8,SGP
12464,1.193,-0.5956,0.1058,2.1421,0.3565,-0.0368,-0.3967,-0.4001,-0.5285,-0.3397,0.3885,-0.3084,1,3,5,7,3,SGP
12465,-2.5812,-0.2866,-0.0628,-2.9501,0.554,0.5989,1.4721,-0.5119,-1.1008,2.3461,0.5541,0.1987,1,3,5,5,6,SGP
12466,-4.0475,0.6821,-0.1054,-2.0456,-0.4883,-0.0594,1.9687,-0.7396,-0.4835,-2.3954,-0.0157,-0.2466,2,3,4,8,8,SGP
12467,-3.4926,0.1244,1.0369,-2.3178,0.2625,-0.701,3.6983,-0.2249,0.207,0.9616,-0.1254,0.0324,1,2,4,6,6,SGP
12468,-2.0737,-1.5469,-1.2506,-1.0398,1.0604,-1.3033,0.4268,0.1547,0.2318,0.0233,0.5763,1.8508,2,2,5,3,3,SGP
12469,-2.8586,-0.5732,0.8792,-2.3122,0.2784,-0.4376,1.5807,-0.2067,1.3398,-1.0174,-0.6761,0.5944,2,3,4,3,3,SGP
12470,3.7878,-1.2337,-0.2925,0.2032,0.2878,0.6189,-3.668,0.6909,-0.0737,-0.7317,-1.7849,0.1845,1,1,4,3,8,SGP
12471,3.4787,1.0332,-1.8586,-0.4262,-0.8044,0.2402,-0.7314,1.9382,0.6589,-2.0775,-1.398,1.046,1,1,5,1,1,SGP
12472,-1.3652,1.3948,-1.0184,-3.2755,0.4325,0.2749,0.3372,0.1623,0.41,-0.0274,0.8408,-0.1742,2,4,4,8,3,SGP
12473,-4.0475,0.6821,-0.1054,-3.2755,0.4325,0.2749,2.242,-0.4591,0.8104,-2.7097,0.7462,-0.6261,2,4,5,8,8,SGP
12474,-3.2141,-0.6735,0.9354,-1.9695,0.0829,1.517,-1.3695,-2.1853,-0.453,-3.0207,0.8877,-0.0923,2,3,5,5,5,SGP
12475,-1.8297,0.8002,1.6778,0.5216,-0.209,-0.388,3.4394,0.1995,0.1621,-1.0635,0.3862,-2.4155,1,2,4,4,6,SGP
12476,1.9131,-1.844,-0.3398,1.4852,-1.1205,-1.499,1.6083,0.7937,-0.4044,-2.4058,0.4626,-1.2705,2,4,4,8,8,SGP
12477,-4.3683,0.5507,-0.1246,-2.696,0.2798,-0.5334,0.5124,-0.9738,0.1198,-0.7035,0.3587,-0.2088,2,3,5,5,4,SGP
12478,1.1944,-0.5205,-1.4805,-0.439,0.0852,0.3417,-3.6215,-0.0228,-0.9702,-1.1503,-0.6794,-0.8558,2,1,2,3,3,SGP
12479,2.2463,-1.0594,-1.3671,-0.1073,0.242,0.6679,-3.7597,-0.0536,-0.7257,0.2856,-0.5149,-0.4627,1,1,4,8,3,SGP
12480,-0.2812,-0.9631,-1.5926,-2.6366,0.813,-0.5269,-1.3379,-1.0132,-0.1145,-2.0775,-1.398,1.046,2,3,4,6,6,SGP
12481,-0.1882,-1.1299,-0.2529,-0.1191,0.4163,0.2191,-1.046,0.86,-1.4351,-3.0207,0.8877,-0.0923,2,2,4,2,7,SGP
12482,-3.3369,0.9147,-0.0718,-2.0465,-0.77,-0.6161,2.3189,0.5782,-0.947,-2.0065,0.8888,-0.0096,1,2,3,3,4,SGP
12483,-1.2971,0.7693,0.6033,0.9086,-0.6508,-0.0311,1.4441,0.2095,0.7126,-2.3531,0.923,-0.604,2,3,4,8,8,SGP
12484,-3.1151,0.1863,0.4415,-2.7028,0.6048,0.0753,1.2658,-0.5099,-0.0005,-2.3989,-0.0867,-0.302,1,1,1,4,4,SGP
12485,13.5064,13.8167,1.0084,2.1294,0.1144,-0.0119,-0.6583,0.2092,0.6846,1.94,-0.9229,-0.1552,2,5,4,6,6,SGP
12486,-2.95,-0.4726,1.5694,-0.7636,0.2454,0.5743,2.1203,0.6137,0.4436,-1.3238,2.0194,0.2082,1,3,5,1,8,SGP
12487,-1.4628,0.093,0.0458,-2.0431,-0.9479,0.4628,-3.4364,-0.4202,-0.7592,-3.0207,0.8877,-0.0923,1,1,2,1,1,SGP
12488,-1.8293,-0.0365,0.1216,-1.4251,0.7659,-1.023,1.5723,-0.9629,-0.2332,-1.3269,0.7505,0.9382,2,4,5,3,4,SGP
12489,-1.5414,1.5074,0.0298,-3.2755,0.4325,0.2749,1.3468,-0.8632,1.9525,-0.6881,-0.2525,0.4951,1,2,4,6,7,SGP
12490,1.073,-1.3706,-1.0468,-2.3838,0.6542,-0.6039,-0.1851,-0.7965,-0.1793,0.3166,-1.3324,0.6112,2,3,4,8,8,SGP
12491,-3.6801,0.793,-0.1513,-3.2755,0.4325,0.2749,-0.738,0.1304,0.8283,-1.0989,-1.1944,-0.6291,1,2,2,2,3,SGP
12492,-4.8459,4.5045,-2.1027,1.1663,-0.8406,0.7333,1.1047,-0.0104,-0.125,-2.0387,0.1611,-0.2246,2,4,3,7,5,SGP
12493,-0.0054,-0.8773,0.5217,-1.6534,-0.0448,-0.1805,-1.5884,-1.1118,-0.6359,-1.3316,0.1783,-0.2456,2,3,5,1,3,SGP
12494,-1.4185,-0.0808,1.037,-1.3612,0.4334,-0.8047,-0.1736,-0.8809,-0.9358,-1.3711,0.3234,0.3029,1,3,5,4,6,SGP
12495,0.1279,-0.0167,0.0983,1.1664,-0.4662,0.4115,0.7322,0.3193,-0.0782,1.9653,0.0443,-0.2791,1,2,4,8,1,SGP
12496,1.8383,-2.1008,-1.6277,-3.2755,0.4325,0.2749,-1.8513,-0.5688,0.3393,-1.7139,-1.4607,1.4069,1,4,5,1,1,SGP
12497,-2.3161,0.5096,-1.0554,-2.3706,0.4014,-0.2093,-0.923,-1.2402,-0.0977,-2.3989,-0.0867,-0.302,1,2,4,5,5,SGP
12498,-2.8131,0.4908,-0.0265,-0.1191,0.4163,0.2191,1.9737,-1.4759,-1.4264,-0.0274,0.8408,-0.1742,1,2,5,1,4,SGP
12499,4.4548,-0.9716,0.2499,0.8548,-1.1681,0.2256,-3.9544,0.4293,-0.8757,0.2891,-1.1352,0.4505,2,2,4,8,8,SGP
12500,1.2031,-0.6446,-0.4437,0.8386,0.2464,-0.7567,-2.4807,-0.4049,-0.4658,-0.7134,-0.5781,-0.2783,2,3,5,6,6,SGP
12501,3.075,-1.4939,-0.7399,0.8558,-0.5119,0.4605,-0.5886,-0.6935,-2.0481,1.2163,-1.108,-0.5935,1,2,4,5,6,SGP
12502,0.1585,-0.9686,-0.3907,0.5314,0.0226,0.3713,0.1214,-1.2495,-0.4121,-0.0253,-0.3733,0.071,1,4,4,6,6,SGP
12503,-0.4913,-0.3499,-0.6255,-2.9504,-0.0828,0.1029,-1.4074,-0.3741,-0.1887,-0.7985,-1.1673,-1.5571,2,2,5,3,3,SGP
12504,0.8128,-1.5032,-1.2986,3.4513,-0.208,1.2832,-3.7484,0.0861,0.2292,1.2727,-0.1744,-0.9619,2,2,4,2,5,SGP
12505,-4.3683,0.5507,-0.1246,-0.1191,0.4163,0.2191,3.9572,-0.6492,0.252,-0.3349,1.0533,0.4149,2,4,4,6,8,SGP
12506,-1.084,0.165,0.0797,1.5095,0.0112,0.7671,-0.1102,-0.1385,0.2734,-0.3349,1.0533,0.4149,2,3,4,8,8,SGP
12507,-3.1942,0.2655,0.9959,-2.0692,1.2318,-0.1719,1.8272,-0.2991,-0.5713,-0.7099,-0.1973,-0.8526,2,2,4,7,7,SGP
12508,-2.5782,-0.2777,0.3808,-0.1191,0.4163,0.2191,-2.5768,-0.3749,0.9738,-0.7085,0.3964,-0.1846,2,2,3,8,8,SGP
12509,-2.14,-0.2169,-0.4472,-1.0982,-0.2283,-0.4115,1.0403,-0.0682,-0.0465,-0.0274,0.8408,-0.1742,2,4,3,8,8,SGP
12510,-2.9919,1.0353,-0.178,1.3673,-2.7495,-1.1517,0.2078,-1.8021,-0.1386,-3.0207,0.8877,-0.0923,2,1,4,8,1,SGP
12511,-0.3958,0.4073,0.0531,1.4244,0.129,-1.5628,0.8839,-0.6859,-0.0042,-0.6894,-0.8462,-0.1729,2,2,4,8,6,SGP
12512,1.9581,0.5449,0.1244,0.9189,-1.1169,1.4402,0.5131,-0.6212,-1.2326,0.2467,-2.3652,-0.1722,1,3,5,4,3,SGP
12513,0.5844,-0.1597,0.4186,1.4753,0.0861,-0.7379,-1.6666,0.0509,-0.2602,-2.0879,-0.2283,-0.8357,1,2,4,4,8,SGP
12514,-2.4376,-0.3405,-0.6218,-2.6302,0.8851,0.4764,-0.7066,-2.3722,-0.7179,-2.3497,0.3026,0.3092,2,2,3,8,8,SGP
12515,3.2553,-0.6857,-1.3745,-1.4084,-1.0087,-0.6516,-3.5071,0.1922,0.0242,-1.0701,-0.7549,-0.3003,2,3,3,8,8,SGP
12516,0.8708,-1.351,1.1136,-0.5104,-0.4049,-1.533,-1.6234,1.0716,-2.0431,-0.0184,-1.4313,0.2286,2,2,2,3,8,SGP
12517,1.266,-1.1064,-0.0762,4.7012,0.1002,-0.3169,0.3868,1.9018,0.1785,3.2779,-1.3949,-1.4055,2,2,5,2,8,SGP
12518,0.9575,0.0184,0.569,-2.377,-0.0083,0.1103,-1.7155,0.0134,-0.2204,0.6506,0.0162,0.5661,1,5,4,8,3,SGP
12519,-1.0954,0.2039,-0.0001,-0.1191,0.4163,0.2191,0.0472,-0.2055,-1.0565,0.5979,-0.0626,-0.3286,1,2,4,5,3,SGP
12520,2.2638,-1.7327,-0.0624,3.6526,-0.5746,-1.4243,-3.3173,0.2989,0.2197,-0.3464,-1.2612,0.9959,1,1,3,3,6,SGP
12521,-2.7054,1.2265,0.5163,-1.6802,0.384,-0.1255,2.4952,0.0997,-0.8878,-2.6811,1.0931,0.1632,1,2,5,3,3,SGP
12522,3.6204,-0.7281,-0.3641,-0.6919,0.244,0.4187,-2.3968,0.3061,-0.1041,-0.2934,-0.3985,0.5722,2,4,4,6,6,SGP
12523,-2.9449,1.0435,0.3564,-2.6429,0.7777,-0.529,2,-0.1716,-0.7732,-2.7097,0.7462,-0.6261,2,3,5,2,2,SGP
12524,-2.0856,-0.3429,0.4946,-2.6368,0.2131,-0.0217,2.6725,-0.2843,-0.3478,-2.3667,0.3312,0.5427,2,3,3,3,3,SGP
12525,1.0789,0.8685,0.1354,2.4751,-1.2024,1.082,-2.6907,0.057,-0.5505,-1.4591,-1.752,-0.0768,2,4,4,1,5,SGP
12526,-2.4999,-0.3382,-0.2035,-2.6314,-0.0334,-0.5763,1.0403,-0.0682,-0.0465,-2.0879,-0.2283,-0.8357,1,3,4,4,4,SGP
12527,-2.1532,-0.1769,-0.3413,0.1858,0.0049,-0.5066,0.4744,0.126,-0.0459,-0.1224,-0.6853,-1.5224,2,2,4,3,3,SGP
12528,-4.1465,-0.1777,0.3886,-1.9689,0.1022,1.2559,1.4236,0.174,0.1952,-2.3988,0.6046,-1.1598,1,1,5,4,4,SGP
12529,-0.1393,-0.3522,0.4908,0.2136,-0.0477,0.4134,0.7373,-0.417,-1.0211,-0.7064,-0.8177,0.0606,1,3,5,3,6,SGP
12530,4.1441,-1.152,-0.3189,2.1248,-0.9637,-0.8207,-3.1306,-0.2563,-1.0427,1.2725,-0.9582,0.3565,1,3,4,1,8,SGP
12531,0.6542,-1.45,-0.6022,0.611,-3.9722,-1.4134,-3.6834,-0.0415,-0.4385,-0.0389,-1.4737,0.4068,2,5,5,5,8,SGP
12532,4.4548,-0.9716,0.2499,5.9331,0.5861,0.2368,-4.5835,0.632,-0.5587,1.806,-1.014,-2.2187,1,5,5,6,7,SGP
12533,-2.9348,0.9945,-0.1931,-0.7728,-0.1068,-0.0875,3.9572,-0.6492,0.252,-2.0578,1.4038,-0.2363,2,3,5,8,8,SGP
12534,0.0062,0.4871,-0.0683,-0.3769,0.2317,-0.2235,-1.2357,0.2645,-0.2962,-2.3818,0.3933,0.2755,1,4,4,6,8,SGP
12535,-1.2968,-0.5845,1.2036,-0.7547,-1.6173,-0.4216,-0.8621,1.6481,0.318,1.2541,-2.032,-0.8889,1,5,5,6,7,SGP
12536,-3.3369,0.9147,-0.0718,0.5199,0.8338,0.4185,2.2573,-0.4381,0.7451,-1.6887,-0.4934,1.283,1,5,4,8,8,SGP
12537,-2.1892,-0.1578,0.3653,-0.1191,0.4163,0.2191,0.3553,-0.593,-1.0248,0.9681,0.5232,0.2156,1,3,5,6,5,SGP
12538,0.5387,-0.061,1.0137,0.1966,-0.8255,-0.2927,-1.6666,0.0509,-0.2602,0.6477,-1.1602,0.8356,2,3,3,3,3,SGP
12539,4.4548,-0.9716,0.2499,5.209,-0.051,-0.9696,-2.2791,1.671,1.0403,-0.0606,-2.0602,-0.0436,2,3,5,4,3,SGP
12540,1.9834,-1.828,0.0392,5.3073,-0.0841,0.4319,0.9315,-0.6751,0.8137,3.5449,0.3677,-0.6614,2,1,3,2,3,SGP
12541,-1.8622,1.376,0.0105,-0.1293,0.9193,-0.2511,-1.8834,-1.4893,1.9815,0.287,0.0789,0.2052,2,1,5,2,2,SGP
12542,4.1441,-1.152,-0.3189,2.3898,1.0441,-0.0644,-2.3218,0.252,-0.0548,3.559,-0.5275,-1.2551,2,1,5,8,8,SGP
12543,2.5211,1.1883,1.1037,1.4213,-0.4586,-0.1642,0.0041,1.6307,-0.2794,-0.7224,0.7425,0.8458,2,2,4,8,3,SGP
12544,-2.148,-0.3406,0.9129,0.5196,0.197,-0.0775,2.2278,-1.1647,-0.412,-2.7063,0.1258,0.2871,2,5,5,6,7,SGP
12545,-1.084,0.165,0.0797,-0.1191,0.4163,0.2191,0.8084,1.0436,0.6124,1.3012,0.08,0.2879,1,3,4,1,2,SGP
12546,-0.0039,-0.7416,-0.319,-1.7187,-1.4825,0.552,2.0085,-0.8018,-1.0515,0.2893,-0.7329,-0.6397,1,5,5,4,5,SGP
12547,-4.0475,0.6821,-0.1054,-3.2755,0.4325,0.2749,-2.4403,0.7469,0.0824,-3.0207,0.8877,-0.0923,1,4,5,4,6,SGP
12548,4.4548,-0.9716,0.2499,2.3983,0.0197,0.9651,-1.1425,0.8511,-1.1177,1.3219,-0.1666,-0.1225,2,1,2,6,6,SGP
12549,-2.6392,0.2249,-0.0184,-1.9846,-0.6965,-0.0873,1.4555,0.0856,-1.1394,0.2496,-0.7037,0.4749,1,3,4,1,3,SGP
12550,-2.713,0.2661,0.3201,-2.9633,0.8068,0.2044,3.6983,-0.2249,0.207,-2.3427,0.0631,0.6481,1,4,3,7,6,SGP
12551,-0.266,-1.0386,-0.3296,0.5314,0.0226,0.3713,0.4113,0.1345,0.2705,0.5979,-0.0626,-0.3286,1,2,4,4,4,SGP
12552,-0.5327,-0.5561,1.649,1.1343,0.6196,-1.3959,0.562,-0.6232,-2.368,1.9882,-1.3239,-0.9048,2,2,4,3,3,SGP
12553,-2.0725,-1.6605,-0.4116,-0.4367,-0.4113,-0.1372,-0.2245,0.9492,-0.1795,-2.3667,0.3312,0.5427,1,5,4,1,3,SGP
12554,4.4548,-0.9716,0.2499,-0.1073,-1.7961,-0.3473,0.5802,-0.0363,-2.1657,2.2314,-1.4821,-2.6004,2,3,5,7,7,SGP
12555,-0.0978,0.8587,-0.33,-1.6895,1.7358,-0.8987,-3.3983,2.329,-2.274,0.7864,1.8872,0.889,2,1,2,1,1,SGP
12556,-3.5013,0.2485,0.0001,-1.9785,-1.2612,0.42,2.2754,-1.1934,-0.6897,-2.6811,1.0931,0.1632,1,2,2,4,3,SGP
12557,1.8293,-1.1399,-1.1082,-0.1191,0.4163,0.2191,-2.6755,1.0943,-1.3998,-0.8366,0.3666,-0.0537,1,1,2,1,1,SGP
12558,-0.526,-0.3188,-0.55,0.47,0.121,0.492,-1.4839,-0.3855,-0.5025,-0.0375,-0.1886,0.2169,2,4,4,4,6,SGP
12559,0.8864,0.1448,-0.0494,0.7855,-0.2515,-0.7611,-1.6781,0.1354,0.4962,0.9902,0.2216,0.8217,1,3,4,5,7,SGP
12560,-0.1015,-0.2487,-0.6111,-1.3612,0.4334,-0.8047,-0.197,1.643,-3.9949,-1.3998,-0.3333,0.1432,2,3,2,5,5,SGP
12561,-2.4608,-0.3484,-0.4665,-0.1191,0.4163,0.2191,0.1118,0.5637,-0.705,1.2426,-1.8064,-1.5613,1,1,4,5,5,SGP
12562,0.5707,-0.9377,-1.0616,0.8057,-1.8246,1.0391,-2.0722,-1.2442,0.4601,-1.3535,-0.8105,0.3942,2,3,3,6,6,SGP
12563,-0.9924,-1.2895,-0.0101,-1.6811,0.1022,-0.6822,1.0403,-0.0682,-0.0465,-0.4369,0.4926,-0.6305,1,2,4,4,5,SGP
12564,-0.8622,-0.5634,0.593,0.8356,-0.445,-1.0944,0.3125,-1.2999,-1.7165,-2.0879,-0.2283,-0.8357,2,2,2,1,5,SGP
12565,1.592,-0.5248,-0.4592,-0.1191,0.4163,0.2191,-2.2822,-0.7823,0.3753,-3.0207,0.8877,-0.0923,2,3,5,3,5,SGP
12566,4.4548,-0.9716,0.2499,2.1293,1.2461,0.0647,0.1389,0.539,-0.4046,5.9591,0.7469,-0.3381,2,1,5,8,8,SGP
12567,2.7507,-1.6649,-0.5418,1.4918,-0.3446,0.7356,-3.5382,-0.3766,0.3405,1.6156,-0.6818,0.6673,2,2,4,3,3,SGP
12568,-1.6576,-0.784,0.9173,-2.6314,-0.0334,-0.5763,2.5825,-0.9237,0.3603,-1.0462,-1.1156,0.2656,1,5,4,6,6,SGP
